Machine_ID,Density_Overload,Abnormal_Flow_Rate,Heat_Flow,Asset_Integrity,Temperature_Differential,Volumetric_Flow_Rate,Tangential_Stress,Duct_Lengths_in_Units,Fault_in_last_Month,Avg_hours_in_Use,Pressure_Alarm,Inclination_Angle,Location_Fault_Code,Operating_Pressure_above_Normal,Vandalism_Reports,Compression_Ratio,Multiple_Connects,Water_Exposure_units,Humidity_Factor,Cathodic_Protection,Pressure_Class,District,Latitude,Longitude,Failure_NextHour
122928,1297,0,1297,783360,162,223,256,683,0,340,0,12,127,2,0,1,37,298,128,1,0,Yew Tee,"1,4","103,75",0
125499,891,0,891,783360,103,240,256,377,0,336,0,10,45,10,0,1,43,258,128,1,0,Rochor,"1,31","103,87",0
183815,891,0,891,783360,103,240,256,377,0,336,0,10,45,10,0,1,43,258,128,1,0,Choa Chu Kang,"1,38","103,75",0
183966,1501,0,1501,783360,521,296,256,788,1,395,1,13,131,2,0,2,70,382,128,1,1,Mattar,"1,33","103,88",0
184007,1297,0,1297,783360,162,223,256,683,0,340,0,12,127,2,0,1,37,298,128,1,0,Radin Mas,"1,28","103,83",0
184648,1420,0,1420,783360,831,216,256,815,0,304,2,13,20,1,0,1,71,249,128,1,1,Woodlands,"1,44","103,79",0
197939,1077,0,1077,777240,82,328,332,330,0,517,0,33,86,12,0,1,31,284,127,1,0,Sungei Road,"1,3","103,85",1
186829,854,0,854,783360,77,241,256,296,0,286,0,15,222,12,0,2,43,346,128,1,0,Seletar,"1,41","103,87",0
190601,1792,0,1792,783360,64,264,256,450,0,469,0,31,2,2,0,1,44,420,128,1,0,Kallang,"1,31","103,87",0
10740,2006,0,2006,777240,108,273,256,1364,0,335,0,14,104,6,0,1,95,540,127,1,0,Tampines,"1,35","103,96",0
113008,1628,0,1628,777240,421,270,256,907,0,329,1,12,22,2,0,1,145,394,127,1,1,Thomson,"1,33","103,84",0
122476,1776,0,1776,777240,926,345,256,944,1,411,0,23,133,3,0,2,103,754,127,1,0,Ghim Moh,"1,31","103,79",0
193013,1033,0,1033,777240,127,300,331,364,0,512,0,15,95,5,0,1,23,238,127,1,0,Bartley,"1,34","103,88",1
125345,949,0,949,777240,128,251,256,389,2,463,0,40,0,1,0,0,0,0,127,1,0,Ang Mo Kio,"1,37","103,85",0
183797,949,0,949,777240,128,251,256,389,2,463,0,40,0,1,0,0,0,0,127,1,0,Tampines,"1,35","103,96",0
184116,1776,0,1776,777240,926,345,256,944,1,411,0,23,133,3,0,2,103,754,127,1,0,Tengah,"1,36","103,73",0
184740,1628,0,1628,777240,421,270,256,907,0,329,1,12,22,2,0,1,145,394,127,1,1,Jurong Island,"1,28","103,68",0
190147,2006,0,2006,777240,108,273,256,1364,0,335,0,14,104,6,0,1,95,540,127,1,0,Woodgrove,"1,43","103,78",0
198050,1146,0,1146,777240,68,294,330,427,0,486,0,17,46,10,0,1,18,327,127,1,0,Bartley,"1,34","103,88",1
5386,0,0,0,0,0,246,256,228,11,371,0,10,0,0,0,0,0,0,1,1,0,Thomson,"1,33","103,84",0
5438,0,0,0,0,0,258,256,236,6,349,0,6,0,9,0,0,0,0,1,1,0,Bidadari,"1,35","103,87",0
5677,0,0,0,0,0,249,256,302,1,329,0,32,0,8,0,0,0,0,1,1,0,Yishun,"1,43","103,84",0
107439,0,0,0,0,0,225,256,1211,5,252,0,5,0,5,0,0,0,0,1,1,0,Tuas West,"1,33","103,63",0
138235,0,0,0,0,0,288,256,712,6,420,0,18,0,8,0,0,0,0,1,1,0,Labrador Park,"1,27","103,8",0
167117,0,0,0,0,0,243,256,964,0,351,0,14,0,9,0,0,0,0,1,1,0,Bukit Gombak,"1,36","103,75",0
181570,0,0,0,0,0,243,256,964,0,351,0,14,0,9,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83",0
182815,0,0,0,0,0,288,256,712,6,420,0,18,0,8,0,0,0,0,1,1,0,Orchard Road,"1,3","103,85",0
185645,0,0,0,0,0,225,256,1211,5,252,0,5,0,5,0,0,0,0,1,1,0,Lavender,"1,31","103,86",0
2546,970,0,970,783360,87,294,255,299,0,445,1,12,31,7,0,1,11,319,128,1,1,Bukit Purmei,"1,27","103,83",0
2977,1007,0,1007,783360,66,259,255,443,0,384,0,11,33,7,0,1,23,315,128,1,0,Tuas Crescent,"1,32","103,64",0
7754,960,0,960,783360,136,238,255,438,2,311,0,16,76,13,0,1,11,214,128,1,0,Lorong Halus,"1,39","103,92",0
7755,960,0,960,783360,136,238,255,438,2,311,0,16,76,13,0,1,11,214,128,1,0,Yew Tee,"1,4","103,75",0
123998,1546,0,1546,783360,68,266,255,514,0,307,0,23,34,5,0,2,10,321,128,1,0,Pioneer Sector,"1,29","103,67",0
198091,1222,0,1222,777240,109,316,328,527,0,379,0,13,113,10,0,1,44,383,127,1,0,Marina East,"1,29","103,87",1
198516,1216,0,1216,777240,90,280,328,537,0,370,0,15,80,12,0,1,31,397,127,1,0,Marina Centre,"1,28","103,85",1
139149,1982,0,1982,783360,6120,284,255,1327,0,358,0,16,115,8,0,2,86,378,128,1,0,Dover,"1,31","103,78",0
182576,1982,0,1982,783360,6120,284,255,1327,0,358,0,16,115,8,0,2,86,378,128,1,0,Queenstown,"1,29","103,79",0
183738,1546,0,1546,783360,68,266,255,514,0,307,0,23,34,5,0,2,10,321,128,1,0,Loyang,"1,37","103,97",0
8136,1098,0,1098,777240,258,240,255,554,0,355,0,6,25,5,0,1,16,302,127,1,0,Sengkang,"1,39","103,89",0
119071,1296,0,1297,777240,96,288,255,670,0,318,0,14,69,3,0,2,102,371,127,1,0,Jurong Spring,"1,35","103,72",0
122728,2199,0,2199,777240,975,215,255,1357,0,262,1,16,110,4,0,1,48,426,127,1,1,Yew Tee,"1,4","103,75",0
138665,2030,3,2031,777240,73,230,255,1327,0,325,0,16,4,9,0,1,33,364,127,1,1,Kallang,"1,31","103,87",0
182543,2030,3,2031,777240,73,230,255,1327,0,325,0,16,4,9,0,1,33,364,127,1,1,Farrer Park,"1,31","103,85",0
183981,2199,0,2199,777240,975,215,255,1357,0,262,1,16,110,4,0,1,48,426,127,1,1,Tai Seng,"1,34","103,89",0
184152,1296,0,1297,777240,96,288,255,670,0,318,0,14,69,3,0,2,102,371,127,1,0,Little India,"1,31","103,85",0
5064,0,0,0,0,0,281,255,259,2,416,0,11,0,2,0,0,0,0,1,1,0,Bukit Batok,"1,36","103,76",0
5351,0,0,0,0,0,215,255,311,1,320,0,6,0,4,0,0,0,0,1,1,0,Geylang,"1,32","103,89",0
113755,0,0,0,0,0,252,255,1424,12,343,3,16,0,2,0,0,0,0,1,1,1,Esplanade,"1,29","103,86",0
166961,0,0,0,0,0,278,255,974,0,428,0,33,0,3,0,0,0,0,1,1,0,Western Water Catchment,"1,41","103,7",0
169808,0,0,0,0,0,250,255,1565,0,348,0,12,0,6,0,0,0,0,1,1,0,Tuas Link,"1,32","103,66",0
181516,0,0,0,0,0,250,255,1565,0,348,0,12,0,6,0,0,0,0,1,1,0,Pioneer Sector,"1,29","103,67",0
181534,0,0,0,0,0,278,255,974,0,428,0,33,0,3,0,0,0,0,1,1,0,Buona Vista,"1,31","103,79",0
184556,0,0,0,0,0,252,255,1424,12,343,3,16,0,2,0,0,0,0,1,1,1,Innova,"1,43","103,79",0
39101,2006,0,2006,783360,745,268,254,727,0,339,0,46,109,6,0,2,153,1604,128,1,0,Paya Lebar,"1,32","103,89",0
65602,1001,0,1001,783360,83,240,254,423,0,247,0,17,141,21,0,2,34,448,128,1,0,Mattar,"1,33","103,88",0
197986,1330,0,1330,777240,61,374,325,542,0,440,0,19,127,10,0,1,31,357,127,1,0,Dover,"1,31","103,78",1
198309,1365,0,1365,777240,6120,320,325,635,0,394,0,24,111,11,0,1,38,368,127,1,0,Pioneer Sector,"1,29","103,67",1
186837,1001,0,1001,783360,83,240,254,423,0,247,0,17,141,21,0,2,34,448,128,1,0,Elias,"1,38","103,94",0
188484,2006,0,2006,783360,745,268,254,727,0,339,0,46,109,6,0,2,153,1604,128,1,0,Serangoon Gardens,"1,36","103,87",0
1765,635,0,635,777240,94,239,254,119,0,297,0,15,130,14,0,2,47,221,127,1,0,Choa Chu Kang,"1,38","103,75",0
8171,820,0,820,777240,94,235,254,301,0,439,0,20,18,4,0,1,11,197,127,1,0,Elias,"1,38","103,94",0
53412,1173,0,1173,777240,175,276,254,618,0,379,0,12,155,6,0,2,23,336,127,1,0,Anson Road,"1,27","103,84",0
126731,862,0,862,777240,34,231,254,344,0,346,0,19,1,7,0,1,14,164,127,1,0,Mount Vernon,"1,34","103,88",0
183549,862,0,862,777240,34,231,254,344,0,346,0,19,1,7,0,1,14,164,127,1,0,Dover,"1,31","103,78",0
187474,1173,0,1173,777240,175,276,254,618,0,379,0,12,155,6,0,2,23,336,127,1,0,Bedok Town Park,"1,34","103,94",0
199158,635,0,635,777240,94,239,254,119,0,297,0,15,130,14,0,2,47,221,127,1,0,Buona Vista,"1,31","103,79",0
5628,0,0,0,0,0,231,254,270,2,348,0,8,0,7,0,0,0,0,1,1,0,Loyang,"1,37","103,97",0
5660,0,0,0,0,0,274,254,255,4,474,0,31,0,4,0,0,0,0,1,1,0,Bedok,"1,32","103,93",0
40108,0,0,0,0,0,247,254,578,3,356,0,11,0,6,0,0,0,0,1,1,0,Buona Vista,"1,31","103,79",0
40397,0,0,0,0,0,282,254,607,0,399,0,13,0,5,0,0,0,0,1,1,0,Boon Keng,"1,32","103,86",0
69264,0,0,0,0,0,223,254,344,0,314,0,32,0,6,0,0,0,0,1,1,0,Tuas West,"1,33","103,63",0
73987,0,0,0,0,0,252,254,1359,0,241,0,10,0,5,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84",0
86895,0,0,0,0,0,214,254,470,0,234,2,5,0,9,0,0,0,0,1,1,1,Dunearn,"1,32","103,83",0
196807,2313,0,2313,777240,133,307,323,570,0,445,0,17,2,3,0,1,67,598,127,1,0,Novena,"1,32","103,84",1
197855,1325,0,1325,777240,192,299,323,629,0,372,0,23,123,14,0,1,57,459,127,1,0,Pasir Laba,"1,33","103,67",1
86896,0,0,0,0,0,214,254,470,0,234,2,5,0,9,0,0,0,0,1,1,1,Tuas South,"1,26","103,61",0
114747,0,0,0,0,0,274,254,162,2,359,0,20,0,8,0,0,0,0,1,1,0,Anson Road,"1,27","103,84",0
169577,0,0,0,0,0,274,254,1248,0,390,0,15,0,15,0,0,0,0,1,1,0,Queenstown,"1,29","103,79",0
181334,0,0,0,0,0,274,254,1248,0,390,0,15,0,15,0,0,0,0,1,1,0,Bedok,"1,32","103,93",0
184427,0,0,0,0,0,274,254,162,2,359,0,20,0,8,0,0,0,0,1,1,0,Paya Lebar,"1,32","103,89",0
186413,0,0,0,0,0,214,254,470,0,234,2,5,0,9,0,0,0,0,1,1,1,Marsiling,"1,43","103,77",0
186414,0,0,0,0,0,214,254,470,0,234,2,5,0,9,0,0,0,0,1,1,1,Admiralty,"1,44","103,8",0
186895,0,0,0,0,0,252,254,1359,0,241,0,10,0,5,0,0,0,0,1,1,0,Shunfu Estate,"1,35","103,84",0
190648,2311,0,2311,777240,92,349,322,1046,0,493,0,14,55,7,0,1,64,532,127,1,0,Aljunied,"1,32","103,88",1
187009,0,0,0,0,0,223,254,344,0,314,0,32,0,6,0,0,0,0,1,1,0,Ayer Rajah,"1,27","103,85",0
188295,0,0,0,0,0,247,254,578,3,356,0,11,0,6,0,0,0,0,1,1,0,Serangoon North,"1,36","103,87",0
188318,0,0,0,0,0,282,254,607,0,399,0,13,0,5,0,0,0,0,1,1,0,Sengkang,"1,39","103,89",0
7690,846,0,846,783360,249,219,253,341,0,375,0,23,36,7,0,1,17,204,128,1,0,Bedok,"1,32","103,93",0
7953,1133,0,1133,783360,181,272,253,565,0,380,0,16,101,6,0,1,42,280,128,1,0,Hume Estate,"1,35","103,82",0
8028,790,0,790,783360,114,239,253,262,0,445,0,34,13,1,0,1,25,178,128,1,0,Bukit Brown,"1,33","103,83",0
8075,850,0,850,783360,142,250,253,313,0,414,0,18,56,5,0,1,30,185,128,1,0,"Clementi, Singapore","1,32","103,76",0
112975,1483,0,1483,783360,341,243,253,823,0,342,0,2,3,5,0,1,46,247,128,1,0,Anson Road,"1,27","103,84",0
198158,1131,0,1131,777240,85,315,321,429,0,533,1,35,39,6,0,1,31,367,127,1,1,Bukit Chandu,"1,28","103,79",1
113266,1771,0,1771,783360,460,245,253,1142,0,338,1,6,27,4,0,1,102,355,128,1,1,Tai Seng,"1,34","103,89",0
184729,1483,0,1483,783360,341,243,253,823,0,342,0,2,3,5,0,1,46,247,128,1,0,Loyang,"1,37","103,97",0
184797,1771,0,1771,783360,460,245,253,1142,0,338,1,6,27,4,0,1,102,355,128,1,1,Ghim Moh,"1,31","103,79",0
45038,1087,0,1087,777240,502,239,253,453,0,266,0,27,72,15,0,1,30,242,127,1,0,Marsiling,"1,43","103,77",0
113034,1734,0,1734,777240,121,299,253,960,0,366,2,8,50,3,0,2,124,305,127,1,1,Seletar,"1,41","103,87",0
113387,1690,0,1690,777240,171,246,253,1018,0,318,0,9,75,10,0,2,105,379,127,1,0,Bukit Batok,"1,36","103,76",0
119239,1259,0,1259,777240,74,272,253,678,0,326,0,16,72,8,0,1,81,351,127,1,0,North-Eastern Islands,"1,41","104,03",0
197730,1173,0,1173,777240,118,298,320,506,0,359,0,8,97,8,0,1,38,363,127,1,0,Sengkang,"1,39","103,89",1
198051,1102,0,1102,777240,73,295,320,424,0,487,0,21,43,10,0,1,28,293,127,1,0,Tampines,"1,35","103,96",1
198099,1049,0,1049,777240,64,300,320,381,0,504,0,27,42,9,0,1,21,281,127,1,0,Loyang,"1,37","103,97",1
122656,1979,0,1979,777240,302,267,253,1201,0,342,1,10,114,2,0,1,81,494,127,1,1,Yew Tee,"1,4","103,75",0
183969,1979,0,1979,777240,302,267,253,1201,0,342,1,10,114,2,0,1,81,494,127,1,1,Esplanade,"1,29","103,86",0
184178,1259,0,1259,777240,74,272,253,678,0,326,0,16,72,8,0,1,81,351,127,1,0,Chinatown,"1,28","103,84",0
184640,1690,0,1690,777240,171,246,253,1018,0,318,0,9,75,10,0,2,105,379,127,1,0,Rochor,"1,31","103,87",0
184876,1734,0,1734,777240,121,299,253,960,0,366,2,8,50,3,0,2,124,305,127,1,1,Bukit Merah,"1,35","103,82",0
197961,1197,0,1197,777240,176,335,319,486,0,431,0,19,108,11,0,1,24,414,127,1,0,Geylang East,"1,32","103,89",1
188118,1087,0,1087,777240,502,239,253,453,0,266,0,27,72,15,0,1,30,242,127,1,0,one-North,"1,3","103,79",0
4779,0,0,0,0,0,285,253,274,0,473,0,14,0,6,0,0,0,0,1,1,0,Marsiling,"1,43","103,77",0
5395,0,0,0,0,0,251,253,258,5,436,0,20,0,3,0,0,0,0,1,1,0,Hillview,"1,36","103,77",0
5517,0,0,0,0,0,343,253,219,5,512,0,23,0,3,0,0,0,0,1,1,0,Jurong Spring,"1,35","103,72",0
11084,0,0,0,0,0,208,253,519,25,352,0,8,0,4,0,0,0,0,1,1,0,Little India,"1,31","103,85",0
198316,1223,0,1223,777240,139,344,318,444,0,513,0,24,30,14,0,1,16,284,127,1,0,Mattar,"1,33","103,88",1
21064,0,0,0,0,0,149,253,1063,8,100,0,18,0,15,0,0,0,0,1,1,0,St Michael's,"1,33","103,86",0
21587,0,0,0,0,0,138,253,1399,0,105,0,19,0,16,0,0,0,0,1,1,0,Geylang Serai,"1,32","103,9",0
32881,0,0,0,0,0,182,253,873,0,169,1,11,0,11,0,0,0,0,1,1,1,Wrexham,"1,35","103,82",0
86784,0,0,0,0,0,228,253,496,1,230,0,8,0,12,0,0,0,0,1,1,0,Mount Vernon,"1,34","103,88",0
162668,0,0,0,0,0,245,253,355,0,318,0,13,0,9,0,0,0,0,1,1,0,Sungei Gedong,"1,42","103,69",0
169581,0,0,0,0,0,286,253,1282,1,385,0,11,0,5,0,0,0,0,1,1,0,Jurong?esidential,"1,35","103,82",0
171880,0,0,0,0,0,287,253,504,0,372,0,16,0,3,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86",0
198006,1274,0,1274,777240,74,308,317,549,0,371,0,12,86,13,0,1,49,369,127,1,0,Thomson,"1,33","103,84",1
181224,0,0,0,0,0,287,253,504,0,372,0,16,0,3,0,0,0,0,1,1,0,Jurong?ndustrial,"1,34","103,75",0
181336,0,0,0,0,0,286,253,1282,1,385,0,11,0,5,0,0,0,0,1,1,0,Yuhua,"1,34","103,74",0
182050,0,0,0,0,0,245,253,355,0,318,0,13,0,9,0,0,0,0,1,1,0,Pasir Laba,"1,33","103,67",0
186400,0,0,0,0,0,228,253,496,1,230,0,8,0,12,0,0,0,0,1,1,0,Potong Pasir,"1,33","103,87",0
188892,0,0,0,0,0,182,253,873,0,169,1,11,0,11,0,0,0,0,1,1,1,Ang Mo Kio,"1,37","103,85",0
189034,0,0,0,0,0,149,253,1063,8,100,0,18,0,15,0,0,0,0,1,1,0,Pioneer Sector,"1,29","103,67",0
189070,0,0,0,0,0,138,253,1399,0,105,0,19,0,16,0,0,0,0,1,1,0,Nanyang,"1,35","103,69",0
189877,0,0,0,0,0,208,253,519,25,352,0,8,0,4,0,0,0,0,1,1,0,Jurong?ndustrial,"1,34","103,75",0
2706,1170,0,1170,783360,90,233,252,464,0,323,0,11,24,8,0,1,33,325,128,1,0,Western Water Catchment,"1,41","103,7",0
41010,719,0,719,783360,65,278,252,165,0,402,0,12,130,3,0,1,5,262,128,1,0,Western Water Catchment,"1,41","103,7",0
61012,1015,0,1015,783360,1742,225,252,374,0,314,0,22,125,10,0,1,5,241,128,1,0,Ayer Rajah,"1,27","103,85",0
187059,1015,0,1015,783360,1742,225,252,374,0,314,0,22,125,10,0,1,5,241,128,1,0,Seletar,"1,41","103,87",0
188147,719,0,719,783360,65,278,252,165,0,402,0,12,130,3,0,1,5,262,128,1,0,Tanglin,"1,31","103,82",0
2978,986,0,986,777240,67,208,252,454,0,364,0,20,15,4,0,1,23,302,127,1,0,Jurong?ndustrial,"1,34","103,75",0
10521,2585,0,2585,777240,176,278,252,1334,0,377,0,9,26,7,0,1,89,649,127,1,0,Serangoon Gardens,"1,36","103,87",0
190340,2585,0,2585,777240,176,278,252,1334,0,377,0,9,26,7,0,1,89,649,127,1,0,Jurong Central,"1,34","103,74",0
5322,0,0,0,0,0,284,252,254,3,396,0,4,0,4,0,0,0,0,1,1,0,Radin Mas,"1,28","103,83",0
5369,0,0,0,0,0,278,252,251,2,367,0,5,0,8,0,0,0,0,1,1,0,Kallang Basin,"1,32","103,87",0
87144,0,0,0,0,0,190,252,356,0,208,0,10,0,2,0,0,0,0,1,1,0,Cheng San,"1,37","103,89",0
107789,0,0,0,0,0,217,252,852,1,198,1,5,0,22,0,0,0,0,1,1,1,Tanjong Pagar,"1,28","103,85",0
107790,0,0,0,0,0,217,252,852,1,198,1,5,0,22,0,0,0,0,1,1,1,Sengkang,"1,39","103,89",0
129585,0,0,0,0,0,218,252,744,1,334,0,14,0,8,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89",0
183390,0,0,0,0,0,218,252,744,1,334,0,14,0,8,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84",0
192962,1110,0,1110,777240,232,290,314,460,0,459,0,14,63,4,0,1,18,207,127,1,0,Serangoon Gardens,"1,36","103,87",1
185683,0,0,0,0,0,217,252,852,1,198,1,5,0,22,0,0,0,0,1,1,1,Yew Tee,"1,4","103,75",0
185684,0,0,0,0,0,217,252,852,1,198,1,5,0,22,0,0,0,0,1,1,1,Bukit Merah,"1,35","103,82",0
186140,0,0,0,0,0,190,252,356,0,208,0,10,0,2,0,0,0,0,1,1,0,Jalan Kayu-Seletar,"1,4","103,87",0
4104,2153,0,2153,783360,124,279,251,314,0,471,0,21,8,2,0,1,179,683,128,1,0,Lok Yang,"1,32","103,7",0
8144,974,0,974,783360,637,263,251,433,0,423,0,9,54,4,0,1,21,201,128,1,0,Holland Village,"1,31","103,8",0
9092,790,0,790,783360,50,275,251,249,0,384,0,11,88,6,0,1,19,180,128,1,0,Dhoby Ghaut,"1,3","103,85",0
10712,2360,0,2360,783360,459,222,251,1530,0,384,0,16,15,7,0,1,85,675,128,1,0,Geylang West,"1,32","103,89",0
190305,2360,0,2360,783360,459,222,251,1530,0,384,0,16,15,7,0,1,85,675,128,1,0,Jurong?ndustrial,"1,34","103,75",0
4152,1914,0,1914,777240,88,294,251,434,0,444,0,34,2,6,0,1,128,611,127,1,0,Lorong Halus,"1,39","103,92",0
196643,2662,0,2662,777240,110,257,313,775,0,470,0,24,24,5,0,2,105,748,127,1,0,Jurong Island,"1,28","103,68",1
116378,1281,0,1282,777240,447,249,251,218,0,398,0,10,6,1,0,1,108,474,127,1,0,Pioneer Sector,"1,29","103,67",0
128360,1708,0,1708,777240,218,242,251,354,0,324,0,14,443,4,98,4,433,951,127,1,1,Hillview,"1,36","103,77",0
183476,1708,0,1708,777240,218,242,251,354,0,324,0,14,443,4,98,4,433,951,127,1,1,Yishun,"1,43","103,84",0
184357,1281,0,1282,777240,447,249,251,218,0,398,0,10,6,1,0,1,108,474,127,1,0,Admiralty,"1,44","103,8",0
4836,0,0,0,0,0,284,251,260,1,365,0,11,0,3,0,0,0,0,1,1,0,Sarimbun,"1,42","103,7",0
4893,0,0,0,0,0,267,251,229,7,352,0,10,0,4,0,0,0,0,1,1,0,Dunearn,"1,32","103,83",0
5013,0,0,0,0,0,248,251,234,4,355,0,5,0,2,0,0,0,0,1,1,0,Anson Road,"1,27","103,84",0
5016,0,0,0,0,0,266,251,241,7,372,0,12,0,5,0,0,0,0,1,1,0,Bidadari,"1,35","103,87",0
5364,0,0,0,0,0,232,251,255,4,329,0,3,0,2,0,0,0,0,1,1,0,St Michael's,"1,33","103,86",0
5584,0,0,0,0,0,250,251,224,8,368,0,4,0,4,0,0,0,0,1,1,0,Queenstown,"1,29","103,79",0
11180,0,0,0,0,0,240,251,549,12,367,0,3,0,3,0,0,0,0,1,1,0,Tuas Link,"1,32","103,66",0
13368,0,0,0,0,0,225,251,905,0,164,0,8,0,12,0,0,0,0,1,1,0,Serangoon Gardens,"1,36","103,87",0
113720,0,0,0,0,0,216,251,1479,19,272,1,31,0,8,0,0,0,0,1,1,1,Somerset-Killiney,"1,35","103,82",0
169551,0,0,0,0,0,320,251,941,0,474,0,15,0,5,0,0,0,0,1,1,0,Sennett Estate,"1,35","103,82",0
172218,0,0,0,0,0,272,251,536,0,357,0,7,0,2,0,0,0,0,1,1,0,Marina East,"1,29","103,87",0
196873,2922,0,2922,777240,201,338,312,459,0,581,0,26,10,4,0,1,179,785,127,1,0,Boon Lay,"1,34","103,71",1
198374,1413,0,1413,777240,113,362,312,644,0,425,0,19,115,10,0,2,46,472,127,1,0,one-North,"1,3","103,79",1
198375,1413,0,1413,777240,113,362,312,644,0,425,0,19,115,10,0,2,46,472,127,1,0,MacPherson,"1,33","103,89",1
181264,0,0,0,0,0,272,251,536,0,357,0,7,0,2,0,0,0,0,1,1,0,Potong Pasir,"1,33","103,87",0
181328,0,0,0,0,0,320,251,941,0,474,0,15,0,5,0,0,0,0,1,1,0,Rochor,"1,31","103,87",0
184550,0,0,0,0,0,216,251,1479,19,272,1,31,0,8,0,0,0,0,1,1,1,Serangoon North,"1,36","103,87",0
189487,0,0,0,0,0,225,251,905,0,164,0,8,0,12,0,0,0,0,1,1,0,Pasir Panjang,"1,28","103,79",0
189773,0,0,0,0,0,240,251,549,12,367,0,3,0,3,0,0,0,0,1,1,0,Pasir Laba,"1,33","103,67",0
2727,1022,0,1022,783360,73,227,250,432,0,368,1,21,18,9,0,1,18,246,128,1,1,Tengah,"1,36","103,73",0
3050,1026,0,1026,783360,98,255,250,438,0,409,0,23,65,7,0,1,20,370,128,1,0,Somerset-Killiney,"1,35","103,82",0
45015,1115,0,1115,783360,521,248,250,460,0,304,0,52,117,8,0,1,25,239,128,1,0,Tiong Bahru,"1,29","103,83",0
65204,902,0,902,783360,170,254,250,286,0,345,1,8,212,3,0,2,42,332,128,1,1,Loyang,"1,37","103,97",0
197875,1330,0,1330,777240,1131,340,311,625,0,419,0,10,99,16,0,1,39,355,127,1,0,Hougang,"1,36","103,89",1
198235,1204,0,1204,777240,90,285,311,557,0,392,0,10,91,13,0,1,65,505,127,1,0,Bidadari,"1,35","103,87",1
198236,1204,0,1204,777240,90,285,311,557,0,392,0,10,91,13,0,1,65,505,127,1,0,Kebun Baru,"1,37","103,84",1
186988,902,0,902,783360,170,254,250,286,0,345,1,8,212,3,0,2,42,332,128,1,1,Bencoolen,"1,3","103,85",0
188116,1115,0,1115,783360,521,248,250,460,0,304,0,52,117,8,0,1,25,239,128,1,0,Jurong Island,"1,28","103,68",0
125234,993,0,993,777240,69,251,250,457,0,351,0,23,88,3,0,1,40,278,127,1,0,Hume Estate,"1,35","103,82",0
183774,993,0,993,777240,69,251,250,457,0,351,0,23,88,3,0,1,40,278,127,1,0,Toh Tuck,"1,34","103,77",0
183998,1346,0,1346,777240,331,260,250,680,2,368,0,8,127,1,0,1,61,340,127,1,0,Loyang,"1,37","103,97",0
4869,0,0,0,0,0,248,250,240,4,348,0,10,0,6,0,0,0,0,1,1,0,Yishun,"1,43","103,84",0
197081,2473,0,2473,777240,93,280,310,376,0,507,0,32,11,1,0,1,125,672,127,1,0,Yishun,"1,43","103,84",1
197082,2473,0,2473,777240,93,280,310,376,0,507,0,32,11,1,0,1,125,672,127,1,0,Boon Lay,"1,34","103,71",1
4948,0,0,0,0,0,278,250,326,0,473,0,22,0,6,0,0,0,0,1,1,0,Chong Pang,"1,43","103,83",0
87355,0,0,0,0,0,229,250,474,0,220,0,13,0,5,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86",0
146880,0,0,0,0,0,262,250,1209,0,346,0,11,0,6,0,0,0,0,1,1,0,Toh Tuck,"1,34","103,77",0
172339,0,0,0,0,0,290,250,528,0,349,1,9,0,4,0,0,0,0,1,1,1,Jurong Island,"1,28","103,68",0
181025,0,0,0,0,0,290,250,528,0,349,1,9,0,4,0,0,0,0,1,1,1,Kembangan,"1,32","103,91",0
182359,0,0,0,0,0,262,250,1209,0,346,0,11,0,6,0,0,0,0,1,1,0,Bukit Panjang,"1,38","103,77",0
186282,0,0,0,0,0,229,250,474,0,220,0,13,0,5,0,0,0,0,1,1,0,Sennett Estate,"1,35","103,82",0
9309,792,0,792,783360,105,283,249,201,0,466,0,9,90,2,0,1,18,227,128,1,0,Potong Pasir,"1,33","103,87",0
48326,1034,0,1034,783360,75,219,249,541,0,253,0,17,270,6,5,2,33,280,128,1,0,Shunfu Estate,"1,35","103,84",0
55508,1761,0,1761,783360,238,266,249,642,0,364,0,11,80,7,0,1,60,602,128,1,0,HarbourFront,"1,27","103,82",0
106638,2774,0,2776,783360,1676,185,249,1718,0,230,1,17,47,14,0,2,268,1639,128,1,1,Yuhua,"1,34","103,74",0
126722,784,0,784,783360,49,232,249,271,0,411,1,24,30,4,0,1,97,288,128,1,1,Hume Estate,"1,35","103,82",0
138655,1150,0,1150,783360,6120,232,249,528,0,387,0,30,70,4,0,1,44,198,128,1,0,Teck Ghee,"1,37","103,85",0
182541,1150,0,1150,783360,6120,232,249,528,0,387,0,30,70,4,0,1,44,198,128,1,0,Kallang,"1,31","103,87",0
183547,784,0,784,783360,49,232,249,271,0,411,1,24,30,4,0,1,97,288,128,1,1,Bukit Brown,"1,33","103,83",0
193173,1695,0,1695,777240,192,211,308,1098,1,355,0,22,125,9,0,1,44,376,127,1,0,Kallang,"1,31","103,87",1
193174,1695,0,1695,777240,192,211,308,1098,1,355,0,22,125,9,0,1,44,376,127,1,0,Jurong?esidential,"1,35","103,82",1
